filename,class,area,perimeter,aspect_ratio,circularity,mean_intensity,std_intensity,energy,homogeneity,entropy
00004-4122619877.png,cat,1230.5,160.95331752300262,1.435897435897436,0.5968863080319162,11.986164488854728,14.13391946514462,0.06123663354877395,0.35272715005814165,9.313485466853635
00004-4122619877.png,cat,53105.5,1352.1290664672852,0.5,0.3650169807679042,102.10683028565045,91.25167158791533,0.049781140010372496,0.35480933754769933,11.64891914739002
00358-200124668.png,cat,68577.0,1314.8569874763489,0.9817629179331308,0.49846114305269584,24.09426922910069,33.7909332881704,0.0768795913507128,0.4087809957595564,10.705879047418627
00114-200124424.png,cat,87866.0,1410.3717070817947,1.2651757188498403,0.5550901817932069,34.18904747375439,37.35304700598878,0.07591080295112189,0.3578062398800084,11.207605368435123
00333-200124643.png,cat,851.5,143.35533845424652,3.05,0.52067505969984,6.5310119695321,18.170539781494945,0.4160441182535012,0.6229939191029003,5.595918580548374
00333-200124643.png,cat,100560.0,1884.4103698730469,0.9421841541755889,0.35586408333697334,51.77904487565232,58.89783457520861,0.03153642744207275,0.34606305832887174,11.80567578333606
00399-200124709.png,cat,62333.0,1345.9696860313416,1.240625,0.43237177509845814,40.195136681500315,58.56570471787081,0.036035529840561416,0.28880272106671284,11.806992332254907
00378-200124688.png,cat,59294.5,1403.3838987350464,1.4807017543859649,0.3783304493960815,26.885828743114672,34.78817869922476,0.05239997422900246,0.3830755284195213,11.093206474993716
00471-200124781.png,cat,89882.5,1748.2955868244171,0.68,0.3695347503275912,113.03946483129832,87.25025111741255,0.025036941329959157,0.32863035789643985,12.227776624705958
00051-200124361.png,cat,153.0,61.79898929595947,1.0,0.5034293716550559,90.01648351648352,35.29911048201012,0.07162044021609618,0.2833035845171935,8.24205208894822
00051-200124361.png,cat,112081.5,1722.839742064476,1.155612244897959,0.4745194689900856,31.1105508936404,42.362039537726695,0.04474998513325255,0.37645836811961647,11.226753668701326
00385-200124695.png,cat,64585.0,1591.3666534423828,0.5859030837004405,0.3204800659250564,41.98117513708912,60.7682347756845,0.11524102085226383,0.3934640208557391,10.74230808189142
00011-4122619884.png,cat,140058.5,1819.1585031747818,0.84,0.5318366391373538,46.2436351505774,45.7940973626256,0.04919510438102254,0.4193003899698743,10.931698788539167
00063-200124373.png,cat,87781.0,1602.4549664258957,0.7772727272727272,0.42957472539914415,118.19597717385163,80.017244607855,0.020447694281979827,0.3098515754749181,12.382628775963132
00436-200124746.png,cat,58851.5,1280.3300758600235,0.5384615384615384,0.4511526426335183,87.14755533114533,81.36828064248165,0.018803084157177553,0.2218040435065867,12.621549471009505
00225-200124535.png,cat,73833.0,1328.9158623218536,1.1476923076923078,0.5253701678068539,112.65814756587523,86.1489131472654,0.026154385012150262,0.3207310797950566,12.216280524337042
00091-200124401.png,cat,550.0,149.4558436870575,0.17391304347826086,0.30941883917771423,119.13826366559485,9.508171246765155,0.05450629668890014,0.3133784497751865,8.891762289187458
00091-200124401.png,cat,76970.5,1674.697606921196,1.3094555873925502,0.3448747290660405,27.093219248584663,42.81501395300468,0.08253549296578055,0.3683688661384672,11.232187196224826
00258-200124568.png,cat,67683.0,1607.9940713644028,1.2260869565217392,0.3289429462096347,35.03927532205471,53.8290096155582,0.06646220732082868,0.43287640801824445,10.773790157895302
00304-200124614.png,cat,146237.5,1789.491545677185,1.0155210643015522,0.5738644426094852,69.60794275881301,75.02913178615132,0.026508653460075936,0.3533646293319765,11.861169284898853
00450-200124760.png,cat,76379.5,1466.1290645599365,0.8186528497409327,0.44652139048400835,62.22322900575078,66.2805938660263,0.038189062172144204,0.3129123230180428,11.986563071272373
